Blad,1,0.0007783491342460859
Blad,2,0.0005282772398954972
Blad,3,0.0008842539633525857
Blad,4,0.00033107101473266014
Blad,5,0.0001935766705951344
Blad,6,0.0001534683855125844
Blad,7,5.665802631765322e-05
Blad,8,7.060121345835632e-05
Blad,9,0.00011301847224140746
Blad,10,9.321019644981004e-05
Blad,11,3.7303132717085584e-05
Blad,12,4.432503205040779e-05
Blad,13,0.0
Blad,14,4.733151670464458e-05
Blad,15,7.85337744313664e-05
Blad,1,0.0006338632098335798
Blad,2,0.0003189340515255679
Blad,3,0.00030614744060739654
Blad,4,0.00032757704241195596
Blad,5,0.0005491775412536939
Blad,6,0.00040112314480545525
Blad,7,0.00011373599033244082
Blad,8,0.00014507657056055025
Blad,9,0.00016646205705487006
Blad,10,0.00019762616105369619
Blad,11,8.379298033415183e-05
Blad,12,0.0002094010420363719
Blad,13,8.512979018780941e-05
Blad,14,1.0363983085979604e-05
Blad,15,0.00018780703979861814
Blad,1,0.0002811968761583394
Blad,2,0.00015984796682266643
Blad,3,0.0006087676701894966
Blad,4,0.00011661091846441833
Blad,5,0.0
Blad,6,0.0002522847213283563
Blad,7,0.000298542525180349
Blad,8,0.0002548786082701157
Blad,9,0.00017656672168978458
Blad,10,0.0
Blad,11,0.0002022431854330061
Blad,12,0.00010917491935143055
Blad,13,9.251200942937223e-05
Blad,14,2.9017936308854017e-05
Blad,15,4.111503988158869e-05
Blad,1,0.0
Blad,2,0.00012177187444383038
Blad,3,0.00015144631228229593
Blad,4,0.00011901007420278126
Blad,5,0.0002480065128666857
Blad,6,0.00018947609858740582
Blad,7,0.00036364138515146356
Blad,8,0.0003967717209973398
Blad,9,0.0002487704216046916
Blad,10,0.0001380561691385295
Blad,11,0.0
Blad,12,9.589873094012723e-05
Blad,13,4.067920716225241e-05
Blad,14,0.00015316520586653996
Blad,15,0.00016543890942670905
Blad,1,0.000983534897275244
Blad,2,0.0004199350289200539
Blad,3,0.0003170489633877371
Blad,4,0.00038040491990363074
Blad,5,7.757693970055301e-05
Blad,6,0.00023374539813747418
Blad,7,5.494329394204398e-05
Blad,8,0.0
Blad,9,0.0
Blad,10,0.00020065420843807735
Blad,11,4.656595485430677e-05
Blad,12,7.24490683049816e-05
Blad,13,0.00019406103912755703
Blad,14,0.00010696617194812141
Blad,15,0.0
Blad,1,0.0003134493899792641
Blad,2,0.0
Blad,3,9.640877319836105e-05
Blad,4,9.209177252104297e-05
Blad,5,9.416873930215424e-05
Blad,6,0.00012789097550120474
Blad,7,0.00034234382274806233
Blad,8,6.769319638247558e-05
Blad,9,0.0
Blad,10,0.00014604187059900849
Blad,11,0.00016084281635771444
Blad,12,0.00017524659699720321
Blad,13,5.785717445980118e-05
Blad,14,0.0
Blad,15,5.432212380331557e-05
Blad,1,0.0003261905956742109
Blad,2,8.544087491455913e-05
Blad,3,5.550797728930758e-05
Blad,4,0.00028265799011325166
Blad,5,0.00027633775105284685
Blad,6,0.00020205683496101338
Blad,7,0.0
Blad,8,0.000198628560078368
Blad,9,9.548984118303232e-05
Blad,10,0.00012173762792268483
Blad,11,8.39365439727566e-05
Blad,12,4.2250992018083426e-05
Blad,13,0.0
Blad,14,0.00010668835996652652
Blad,15,2.5074203972380765e-05
Blad,1,0.0009085288142437128
Blad,2,0.0009558763853444311
Blad,3,0.0006387758997929485
Blad,4,0.0003538065236957264
Blad,5,0.0004768257031759998
Blad,6,0.00021830671608483884
Blad,7,8.40210612793607e-05
Blad,8,0.0001205346918932384
Blad,9,8.452192287374538e-06
Blad,10,0.00020695283427763698
Blad,11,0.00013575590354726507
Blad,12,0.00010419211589037552
Blad,13,8.446783428145417e-05
Blad,14,3.44966005168218e-05
Blad,15,0.0
Blad,1,0.0006187529747739172
Blad,2,0.00026436456785509173
Blad,3,0.0003136344747014592
Blad,4,0.0003347417751419495
Blad,5,0.0002218122602669321
Blad,6,0.00012115279305649112
Blad,7,0.00013764690247004992
Blad,8,9.651620375448032e-05
Blad,9,1.6210936708450357e-05
Blad,10,7.171732803883304e-05
Blad,11,7.481725884527043e-06
Blad,12,0.00011948287810356776
Blad,13,0.00014460652916114104
Blad,14,0.00013493410155815153
Blad,15,0.00017794205332642376
Blad,1,1.306438127090301e-05
Blad,2,0.0
Blad,3,0.00026915354846218756
Blad,4,0.0
Blad,5,0.0
Blad,6,6.526464814824112e-05
Blad,7,9.465618507177305e-05
Blad,8,6.164033743681865e-05
Blad,9,0.00017289146211357703
Blad,10,0.0
Blad,11,0.0003101290358309797
Blad,12,7.380774137767421e-05
Blad,13,0.0
Blad,14,8.572653236176597e-05
Blad,15,4.935428148391873e-05
