2,0.0005006790161132812
4,0.0
6,0.0
8,0.0015006065368652344
10,0.2634999752044678
12,2.0193631649017334
1,0.0
2,0.0
3,0.0005006790161132812
4,0.0009999275207519531
5,0.0004985332489013672
6,0.005498409271240234
7,0.018000364303588867
8,0.03802037239074707
9,0.09527063369750977
10,1.026257038116455
11,2.077129364013672
12,9.13179612159729
13,61.15036988258362
14,836.5901935100555
15,2303.4633140563965
1,0.0
2,0.0005013942718505859
3,0.0005023479461669922
4,0.0020012855529785156
5,0.0
6,0.0
7,0.011499404907226562
8,0.01150059700012207
9,0.4705498218536377
10,1.1544976234436035
11,0.6438124179840088
12,43.78450083732605
13,57.48363661766052
14,204.99604964256287
15,6769.268024682999
1,0.0
2,0.0004985332489013672
2,0.0
2,0.0
10,0.9885015487670898
100,0.0
10,0.0
20,0.0
30,0.0
10,0
10,0
20,0
1,0
2,0
3,503500
1,0
2,0
